year,title,issn,id,doi,url_publicacion,conc_ciencia,titulo,abstract,tipo_fuente,autores,sjr_materia,fuente,,,,,,,,,Total articulos 2000-2024: 754
2001,La campaña de excavación de 2001 en Biniparratx Petit (Menorca): avance de los primeros análisis radiocarbónicos,,960040,,,,LA CAMPAÑA DE EXCAVACIÓN DE 2001 EN BINIPARRATX PETIT (MENORCA): AVANCE DE LOS PRIMEROS ANÁLISIS RADIOCARBÓNICOS,"espanolEn este escrito se presentan ocho dataciones C14 procedentes del poblado talaiotico de Binipanatx Petit (Menorca). Varias de las cuales son especialmente interesantes para fechar los origenes del asentamiento y la construccion del talaiot. EnglishIn this article eight radiocarbon notations are presented originating from the Talayot settlement of Biniparratx Petit (Minorca, Balearic Islands, Spain). Several pieces are of special interest with origins dating from the construccion of the Talayot settlement.",['Revista'],1|Mark van Strydonck; 2|Jordi Hernández i Gasch; 3|Juan Simón Gornés Hachero; 4|Víctor M. Guerrero Ayuso; 5|Joan Carles de Nicolás Mascaró,,Mayurqa: Revista del Departament de Ciències Històriques I Teoria de Les Arts,,,,,,,,,
2001,Los Complejos Mesolíticos de Muescas y Denticulados: Estado de la Cuestión en la Cuenca del Ebro,1133-1542,959866,,,,Los complejos mesolíticos de muescas y denticulados: estado de la cuestión en la cuenca del Ebro,"Se reunen y caracterizan - sobre bajes exclusivamente bibliograficas - los yacimientos mesoliticos con niveles del horizonte de muescas y denticulados, en la Cuenca del Ebro.",['Revista'],1|I. García-Martínez-de-Lagrán,,Cuadernos de Arqueología de la Universidad de Navarra,,,,,,,,,
2001,Los Depósitos Arqueológicos de la Edad del Bronce,,960239,,,,Los depósitos arqueológicos de la Edad del Bronce (zona 8/96),,['Revista'],1|José Manuel Morlote Expósito,,,,,,,,,,,
2001,"Primeres datacions absolutes del jaciment del Coval Simó (Escorca, Mallorca)",,960030,,,,"Primeres datacions absolutes del jaciment del coval Simó (Escorca, Mallorca)","catalaL'objectiu d'aquest article es presentar les primeres datacions radiocarboniques del jaciment arqueologic de coval Simo (Escorca, Mallorca). El jaciment fou segellat per desprenirnents en una cronologia antiga, constituint un conjunt tancat de gran significacio documental. Cestudi de les troballes permet contribuir al coneixernent del rnodel d'adaptacio cultural d'un grup colonitzador arnb atuells ceramics en els estadis inicials del desenvolupament del poblament insular. La cavitat va funcionar com a habitat de muntanya per a les poblacions assentades a I'illa en la transicio entre el tercer rnil.leni i el segon abans de la nostra era. El lloc mante un gran interes cientific per I'homogeneitat cronologica del material trobat. EnglishThe objective of this paper is to make known the archeological irnportance of the Coval Simo excavation (Escorca, Mallorca). The site was closed by landslides during its history, rnaking it a closed unit of great documental significance. The study of the findings has contributed to the understanding of the cultural adaptation rnodel of a colonial group in the initial stage of insular development using pottery vessels. The cave functioned as a rnountain dwelling for settlement populations on the island in the transition from the 3rd to 2nd millennium BC. The site has great interest because of the chronological homogeneity of the material found. The first radiocarbon findings on iterns frorn this cave are also published.",['Revista'],1|Jaume Coll Conesa,,Endins: Publicació D'espeleologia,,,,,,,,,
2001,Radiocarbon Evidence for Maritime Pioneer Colonization at the Origins of Farming in West Mediterranean Europe,0027-8424,960438,10.1073/pnas.241522898,,,Radiocarbon evidence for maritime pioneer colonization at the origins of farming in west Mediterranean Europe,"Most radiocarbon dates for the earliest Neolithic cultures of west Mediterranean Europe are on samples of unidentified charcoal. If only results obtained on short lived samples (seeds, shells, and bone) of diagnostic material (domesticates, artifacts, and human remains) are considered, then the dates for the first appearance of the Neolithic package are indistinguishable statistically from central Italy to Portugal and cluster around 5400 calendar B.C. This rapidity of spread, no more than six generations, can be best explained in the framework of a maritime pioneer colonization model.",['Revista'],1|João Zilhão,,Proceedings of The National Academy of Sciences of The United States of America,,,,,,,,,
2001,"Resultados Preliminares de la Excavación Arqueológica de Urgencia en el Poblado Prehistórico del Espolón de Tragalamocha, Nerja, 1998: Autovía del Mediterráneo Tramo Frigiliana-Maro",,959832,,,,"Resultados preliminares de la excavación arqueológica de urgencia en el poblado prehistórico del Espolón de Tragalamocha. Nerja, 1998. Autovía del Mediterráneo tramo Frigiliana-Maro",,['Revista'],1|Luis Efrén Fernández Rodríguez; 2|José Suárez Padilla; 3|Ana Arancibia Román; 4|Mª Isabel Cisneros,,,,,,,,,,,
2001,"Revisiting the Earliest Human Presence in Mallorca, Western Mediterranean",,960061,10.1017/s0079497x00001687,,,"Revisiting the Earliest Human Presence in Mallorca, Western Mediterranean",A new date for the assumed first humans in Mallorca disagrees strongly with the earliest dating of them. New light on the first settlement of Mallorca comes from the discussion of dates and the review of the empirical evidence for that settlement. We conclude that human arrival on Mallorca must be situated in the 3rd millennium cal BC.,['Revista'],1|Damià Ramis; 2|Josep Antoni Alcover,,Proceedings of The Prehistoric Society,,,,,,,,,
2001,"The Archaeology of the Matienzo Depression, North Spain",,960350,10.30861/9781841711836,,,"The Archaeology of the Matienzo Depression, North Spain",A report on the findings of the Recent Prehistory of Matienzo Project where British and Spanish scholars present the results of explorations at various cave sites in the northern province of Cantabria.,['Libro'],1|Jesus Ruiz Cobo; 2|Peter Smith,,,,,,,,,,,
2002,"El Castro Celtibérico de El Ceremeño"" (Herrería, Guadalajara)""",,405642,,,,"La fauna de mamíferos del castro celtibérico de El Ceremeño (Herrería, Guadalajara)",,['Libro'],"1|Sánchez, Begoña; 2|Cerdeño, Esperanza",,"Castro Celtibérico de ""el Ceremeño"" (herrería, Guadalajara)",,,,,,,,,
2002,"Arqueología en la ACEGA 1: El Yacimiento Galaico-Romano de Agro de Ouzande (Silleda, Pontevedra)",,405916,,,,"La Arqueología en la ACEGA 1: el yacimiento galaico-romano de Agro de Ouzande (Silleda, Pontevedra)","Este trabajo sintetiza la excavación arqueológica desarrollada en noviembre de 2001 en Agro de Ouzande (Silleda, Pontevedra). Se trata de un yacimiento de época romana descubierto durante las obras de construcción de la autopista Santiago-Alto de Santo Domingo. Esta intervención permitió exhumar un pequeño espacio habitacional con numeroso material doméstico in situ. El conjunto de datos extraídos permitirá estudiar el proceso de ocupación de las zonas bajas en la Terrade Trasdeza durante la romanización, así como la articulación de una red de poblamiento conformada más por casales o pequenos sitios que por asentamientos de mayor entidad tipo villa. (A)",['Serie de libros'],"1|Aboal Fernández, Roberto; 2|Ayán Vila, Xurxo M.; 3|Prieto Martínez, María Pilar",,Cadernos de Arqueoloxía E Patrimonio (capa),,,,,,,,,
2002,"Bases historiográficas (sin disimulo) sobre los primeros pobladores baleáricos y otras cuestiones de enfoque, fondo y forma",,960046,,,,"Bases historiográficas (sin disimulo) sobre los primeros pobladores baleáricos y otras cuestiones de enfoque, fondo y forma","espanolAnte las publicaciones firmadas por J. A. Alcover, D. Ramis, J. Coll y M. Trias (2001; Ramis et al. 2002) en este articulo se argumenta la falsedad de las atribuciones que estos autores hacen de los modelos que se han venido utilizando para explicar la colonizacion humana de las Baleares. De igual forma se rechazan los fundamentos metodologicos que esos investigadores esgrimen contra todas las dataciones radiocarbonicas sobre madera o carbon vegetal, a la vez que se repudian sus enfoques positivistas basados en un “determinismo isotopico” y en el abandono radical de la informacion que proporciona el registro arqueohistorico. EnglishIn response to the publications signed by J. A. Alcover, D. Ramis, J. Coll and M. Trias (2001; Ramis et al. 2002), this article argues the falsehood of the attributions with which the said authors have credited the models recently used to explain the human colonization of the Balearic Islands. Likewise, it also rejects the methodological grounds on which these researchers criticize all radiocarbon dating of wood or charcoal, whilst also repudiating their positivist approach based on an “isotopic determinism” and on the radical abandonment of information supplied by the archaeohistoric record.",['Revista'],1|Víctor M. Guerrero Ayuso,,Mayurqa: Revista del Departament de Ciències Històriques I Teoria de Les Arts,,,,,,,,,
2002,Dataciones Geoquímicas y Dendrocronológicas de Época Romana en Asturias,,958778,,,,Dataciones geoquímicas y dendrocronológicas de época romana en Asturias,,['Revista'],1|Vicente Rozas Ortiz; 2|Luis Cabo Pérez,,,,,,,,,,,
2002,Datación Radiocarbónica de Pinturas Megalíticas del Noroeste Peninsular,0082-5638,959684,10.3989/tp.2002.v59.i1.216,,,Datación radiocarbónica de pinturas megalíticas del Noroeste peninsular,"En este trabajo damos a conocer cinco dataciones radiocarbónicas AMS obtenidas a partir de muestras de pintura de cuatro monumentos megalíticos gallegos. Los resultados obtenidos confirman la utilidad de este tipo de análisis a la hora de trazar la cronología de estas manifestaciones artísticas (en torno a la primera mitad del IV milenio AC) y plantean además nuevas cuestiones acerca de la simultaneidad entre la pintura y la construcción de las cámaras, así como la existencia de dos o más episodios pictóricos.",['Revista'],1|Fernando Carrera Ramírez; 2|Ramón Fábregas Valcarce,,Trabajos de Prehistoria,,,,,,,,,
2002,"El Abrigo Epipaleolítico de Peña 14 (Biel, Zaragoza): Excavaciones 1999 y 2000",1576-6454,959741,10.26754/ojs_salduie/sald.200226443,,,"El abrigo epipaleolítico de Peña 14 (Biel, Zaragoza). Excavaciones 1999 y 2000",Se da cuenta de las dos campañas de excavación desarrolladas en el yacimiento de Peña 14.,['Revista'],1|Lourdes Montes,,Salduie. Estudios de Prehistoria y Arqueología,,,,,,,,,
2002,"El Puntal Dels Llops, un Fortín Edetano",,959663,,,,El Puntal dels Llops: un fortín edetano,,['Revista'],1|Helena Bonet Rosado; 2|Consuelo Mata Parreño; 3|Miguel Angel Ferrer Eres; 4|Elena Grau Almero; 5|María Pilar Iborra Eres; 6|María Jesús de Pedro Michó; 7|Guillem Pérez Jordà,,,,,,,,,,,
2002,"El Yacimiento Neolítico del Covacho de la Higuera (Patones, Madrid): Su Valoración en el Contexto de la Meseta",0213-0246,959585,,,,"El yacimiento neolítico del Covacho de la Higuera (Patones, Madrid): su valoración en el contexto de la Meseta",,['Revista'],1|Joaquín Barrio Martín; 2|Isabel Rubio de Miguel,,Estudios de Prehistoria y Arqueología Madrileñas,,,,,,,,,
2002,"Epipaleolítico y Neolítico en las Sierras Exteriores de Aragón: Prospecciones, Sondeos y Excavaciones, 2001",1576-6454,960227,10.26754/ojs_salduie/sald.200226445,,,"Epipaleolítico y Neolítico en las Sierras Exteriores de Aragón. Prospecciones, sondeos y excavaciones. 2001.","Se da cuenta de las primeras campañas de prospección, sondeo y excavación en yacimientos prehistóricos del Prepirineo aragonés.",['Revista'],1|Lourdes Montes; 2|Rafael Domingo,,Salduie. Estudios de Prehistoria y Arqueología,,,,,,,,,
2002,"Excavaciones Arqueológicas de Urgencia en el Covacho de Arenillas (Islares, Castro Urdiales)",,959662,,,,"Excavaciones arqueológicas de urgencia en el Covacho de Arenillas (Islares, Castro Urdiales). 1992",,['Revista'],1|Ramón Bohigas Roldán; 2|Emilio Muñoz Fernández,,,,,,,,,,,
2002,"Excavaciones en el Arenal de Fonseca (Ladruñán, Teruel)",1576-6454,959639,10.26754/ojs_salduie/sald.200226446,,,"Excavaciones en el Arenal de Fonseca (Ladruñán, Teruel)","Se da cuenta de las dos primeras campañas de excavación en los yacimientos de Ángel 1 y Ángel 2, en el Arenal de Fonseca (Ladruñán, Castellote, Teruel)",['Revista'],1|Pilar Utrilla; 2|Rafael Domingo,,Salduie. Estudios de Prehistoria y Arqueología,,,,,,,,,
2002,"Excavación Arqueológica de Urgencia en el Subsuelo de la Antigua Iglesia del Convento de las Madres Mercedarias (c/ Zapatería- c/ Cava, Lorca)",,960202,,,,"Excavación arqueológica de urgencia en el subsuelo de la antigua iglesia del Convento de las Madres Mercedarias, (C/ Zapatería- C/ Cava, Lorca)","La excavacion arqueologica de urgencia en el solar del Convento de Madres Mercedarias, ha permitido documentar la importante secuencia historica depositada en el subsuelo de la ciudad de Lorca desde el III milenio a.C. hasta el siglo XVIII",['Revista'],1|Andrés Martínez Rodríguez; 2|Juana Ponce García,,,,,,,,,,,
2002,Fechas de Carbono-14 en los Castros Asturianos,,959507,,,,Fechas de carbono-14 en los castros asturianos,,['Revista'],1|Fernán Alonso Mathias,,,,,,,,,,,
2002,"Informe Preliminar de la Excavación de Apoyo a la Difusión en los Dólmenes de La Paloma y La Venta (El Villar-Zalamea La Real, Huelva)",,960255,,,,"Informe preliminar de la excavación de apoyo a la difusión en los dólmenes de la Paloma y la Venta (El Villar-Zalamea la Real, Huelva)",,['Revista'],1|Francisco Nocete Calvo; 2|José Antonio Linares Catela; 3|José Miguel Nieto Liñán; 4|Reinaldo Sáez Ramos,,,,,,,,,,,
2002,Intervenção de Salvamento no Sítio de Bolada (S,0874-2782,958780,,,,"Intervenção de salvamento no sítio de Bolada (S. Bartolomeu do Rêgo, Celorico de Basto)",A intervencao de salvamento no sitio de Bolada permitiu reconhecer a presenca de uma ocupacao datada da segunda metade do V milenio cal BC. Os materiais recolhidos sao principalmente ecofactos; os artefactos sao em numero muito reduzido mas enquadram-se naquela cronologia. Este achado permite valorizar os modelos actuais de ocupacao do territorio na regiao durante as fases iniciais do Megalitismo.,['Revista'],1|Jorge Davide Sampaio; 2|Antonio Faustino Carvalho,,Revista Portuguesa de Arqueologia,,,,,,,,,
